uniprotswissprot,Symbol,logFC,t,P.Value,adj.P.Val,B,DEG,DEG_up,DEG_down,sig,UniProt,Subcellular.location..CC.,Intramembrane,Topological.domain,Transmembrane
Q01650,SLC7A5,-126455701107403,"-3,559736269","0,000433229767","0,005723905787","-4,59511985",TRUE,FALSE,TRUE,significant,Q01650,"SUBCELLULAR LOCATION: Apical cell membrane {ECO:0000269|PubMed:11742812}; Multi-pass membrane protein {ECO:0000269|PubMed:30867591}. Cell membrane {ECO:0000269|PubMed:11557028, ECO:0000269|PubMed:12225859, ECO:0000269|PubMed:25998567, ECO:0000269|PubMed:9751058}; Multi-pass membrane protein {ECO:0000269|PubMed:30867591}. Lysosome membrane {ECO:0000269|PubMed:25998567}; Multi-pass membrane protein {ECO:0000305|PubMed:25998567}. Note=Located to the plasma membrane by SLC3A2/4F2hc (PubMed:9751058). Localized to the apical membrane of placental syncytiotrophoblastic cells (PubMed:11742812). Recruited to lysosomes by LAPTM4B (PubMed:25998567). {ECO:0000269|PubMed:11742812, ECO:0000269|PubMed:25998567, ECO:0000269|PubMed:9751058}.",,TOPO_DOM 1..49; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 71..83; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 105..126; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 148..169; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 191..192; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 215..242; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 264..276; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 298..324; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 346..369; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 391..395; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 417..430; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 452..457; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 479..507; /note=Cytoplasmic; /evidence=ECO:0000305,TRANSMEM 50..70; /note=Helical; /evidence=ECO:0000269|PubMed:30867591; TRANSMEM 84..104; /note=Helical; /evidence=ECO:0000269|PubMed:30867591; TRANSMEM 127..147; /note=Helical; /evidence=ECO:0000269|PubMed:30867591; TRANSMEM 170..190; /note=Helical; /evidence=ECO:0000269|PubMed:30867591; TRANSMEM 193..214; /note=Helical; /evidence=ECO:0000269|PubMed:30867591; TRANSMEM 243..263; /note=Helical; /evidence=ECO:0000269|PubMed:30867591; TRANSMEM 277..297; /note=Helical; /evidence=ECO:0000269|PubMed:30867591; TRANSMEM 325..345; /note=Helical; /evidence=ECO:0000269|PubMed:30867591; TRANSMEM 370..390; /note=Helical; /evidence=ECO:0000269|PubMed:30867591; TRANSMEM 396..416; /note=Helical; /evidence=ECO:0000269|PubMed:30867591; TRANSMEM 431..451; /note=Helical; /evidence=ECO:0000269|PubMed:30867591; TRANSMEM 458..478; /note=Helical; /evidence=ECO:0000269|PubMed:30867591
P21453,S1PR1,-128099859665270,"-3,811216458","0,0001686859999","0,002477247966","-4,59511985",TRUE,FALSE,TRUE,significant,P21453,SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:29185452}; Multi-pass membrane protein. Endosome. Membrane raft. Note=Recruited to caveolin-enriched plasma membrane microdomains in response to oxidized 1-palmitoyl-2-arachidonoyl-sn-glycero-3-phosphocholine. Ligand binding leads to receptor internalization.,,TOPO_DOM 1..46; /note=Extracellular; /evidence=ECO:0000269|PubMed:15750791; TOPO_DOM 69..82; /note=Cytoplasmic; /evidence=ECO:0000269|PubMed:15750791; TOPO_DOM 105..116; /note=Extracellular; /evidence=ECO:0000269|PubMed:15750791; TOPO_DOM 139..160; /note=Cytoplasmic; /evidence=ECO:0000269|PubMed:15750791; TOPO_DOM 183..196; /note=Extracellular; /evidence=ECO:0000269|PubMed:15750791; TOPO_DOM 225..257; /note=Cytoplasmic; /evidence=ECO:0000269|PubMed:15750791; TOPO_DOM 279..289; /note=Extracellular; /evidence=ECO:0000269|PubMed:15750791; TOPO_DOM 311..382; /note=Cytoplasmic; /evidence=ECO:0000269|PubMed:15750791,TRANSMEM 47..68; /note=Helical; Name=1; TRANSMEM 83..104; /note=Helical; Name=2; TRANSMEM 117..138; /note=Helical; Name=3; TRANSMEM 161..182; /note=Helical; Name=4; TRANSMEM 197..224; /note=Helical; Name=5; TRANSMEM 258..278; /note=Helical; Name=6; TRANSMEM 290..310; /note=Helical; Name=7
Q92508,PIEZO1,-130025210471374,"-3,401857023","0,0007627833765","0,009186565013","-4,59511985",TRUE,FALSE,TRUE,significant,Q92508,"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:20016066}; Multi-pass membrane protein. Endoplasmic reticulum-Golgi intermediate compartment membrane {ECO:0000250|UniProtKB:Q0KL00}. Cell membrane {ECO:0000269|PubMed:22529292, ECO:0000269|PubMed:23479567}; Multi-pass membrane protein {ECO:0000305}. Cell projection, lamellipodium membrane {ECO:0000269|PubMed:25119035}. Note=In erythrocytes, located in the plasma membrane (PubMed:22529292, PubMed:23479567). Accumulates at the leading apical lamellipodia of endothelial cells in response to shear stress (PubMed:25119035). Colocalizes with F-actin and MYH9 at the actomyosin cortex in myoblasts. {ECO:0000250|UniProtKB:E2JF22, ECO:0000269|PubMed:22529292, ECO:0000269|PubMed:23479567, ECO:0000269|PubMed:25119035}.",,TOPO_DOM 2198..2431; /note=Extracellular; /evidence=ECO:0000250|UniProtKB:E2JF22,TRANSMEM 5..25; /note=Helical; /evidence=ECO:0000255; TRANSMEM 27..47; /note=Helical; /evidence=ECO:0000255; TRANSMEM 64..84; /note=Helical; /evidence=ECO:0000255; TRANSMEM 118..138; /note=Helical; /evidence=ECO:0000255; TRANSMEM 194..214; /note=Helical; /evidence=ECO:0000255; TRANSMEM 218..238; /note=Helical; /evidence=ECO:0000255; TRANSMEM 248..268; /note=Helical; /evidence=ECO:0000255; TRANSMEM 302..322; /note=Helical; /evidence=ECO:0000255; TRANSMEM 428..448; /note=Helical; /evidence=ECO:0000255; TRANSMEM 460..480; /note=Helical; /evidence=ECO:0000255; TRANSMEM 514..534; /note=Helical; /evidence=ECO:0000255; TRANSMEM 579..599; /note=Helical; /evidence=ECO:0000255; TRANSMEM 602..622; /note=Helical; /evidence=ECO:0000255; TRANSMEM 629..649; /note=Helical; /evidence=ECO:0000255; TRANSMEM 681..701; /note=Helical; /evidence=ECO:0000255; TRANSMEM 823..843; /note=Helical; /evidence=ECO:0000255; TRANSMEM 852..872; /note=Helical; /evidence=ECO:0000255; TRANSMEM 926..946; /note=Helical; /evidence=ECO:0000255; TRANSMEM 987..1007; /note=Helical; /evidence=ECO:0000255; TRANSMEM 1043..1063; /note=Helical; /evidence=ECO:0000255; TRANSMEM 1160..1180; /note=Helical; /evidence=ECO:0000255; TRANSMEM 1184..1204; /note=Helical; /evidence=ECO:0000255; TRANSMEM 1218..1240; /note=Helical; /evidence=ECO:0000255; TRANSMEM 1247..1264; /note=Helical; /evidence=ECO:0000255; TRANSMEM 1277..1297; /note=Helical; /evidence=ECO:0000255; TRANSMEM 1678..1698; /note=Helical; /evidence=ECO:0000255; TRANSMEM 1700..1720; /note=Helical; /evidence=ECO:0000255; TRANSMEM 1734..1754; /note=Helical; /evidence=ECO:0000255; TRANSMEM 1962..1982; /note=Helical; /evidence=ECO:0000255; TRANSMEM 2003..2023; /note=Helical; /evidence=ECO:0000255; TRANSMEM 2032..2052; /note=Helical; /evidence=ECO:0000255; TRANSMEM 2061..2081; /note=Helical; /evidence=ECO:0000255; TRANSMEM 2100..2122; /note=Helical; /evidence=ECO:0000255; TRANSMEM 2129..2149; /note=Helical; /evidence=ECO:0000255; TRANSMEM 2177..2197; /note=Helical; /evidence=ECO:0000255; TRANSMEM 2432..2452; /note=Helical; /evidence=ECO:0000255
P01854,IGHE,-131513395909007,"-4,023021181","0,00007325182586","0,001213261685","-4,59511985",TRUE,FALSE,TRUE,significant,,"SUBCELLULAR LOCATION: [Isoform 1]: Secreted {ECO:0000269|PubMed:7995941}.; SUBCELLULAR LOCATION: [Isoform 2]: Cell membrane {ECO:0000269|PubMed:20458139, ECO:0000269|PubMed:7995941, ECO:0000269|PubMed:8976175}; Single-pass type I membrane protein {ECO:0000255}.; SUBCELLULAR LOCATION: [Isoform 3]: Cell membrane {ECO:0000269|PubMed:8976175}; Single-pass type I membrane protein {ECO:0000255}.",,TOPO_DOM 1..499; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 521..546; /note=Cytoplasmic; /evidence=ECO:0000305,TRANSMEM 500..520; /note=Helical; /evidence=ECO:0000255
Q9HB21,PLEKHA1,-131822794211850,"-5,628662123","0,00000004262858234","0,0000016157375","-4,59511985",TRUE,FALSE,TRUE,significant,Q9HB21,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11802782, ECO:0000269|PubMed:12101241}. Cell membrane {ECO:0000269|PubMed:11802782, ECO:0000269|PubMed:12101241}; Peripheral membrane protein. Nucleus {ECO:0000269|PubMed:11802782, ECO:0000269|PubMed:12101241}. Note=Locates to the plasma membrane after treatments that stimulate the production of PtdIns3,4P2. {ECO:0000269|PubMed:11802782}.",,,
P29966,MARCKS,-133696145068284,"-5,686712085","0,00000003143347162","0,000001263213927","-4,59511985",TRUE,FALSE,TRUE,significant,P29966,"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:2034276}; Lipid-anchor {ECO:0000305}. Cytoplasm, cytoskeleton {ECO:0000305}. Cytoplasm {ECO:0000269|PubMed:2034276}. Note=PKC-dependent phosphorylation displaces MARCKS from the cell membrane and subsequent dephosphorylation is accompanied by its reassociation with the membrane. {ECO:0000269|PubMed:2034276}.",,,
Q6PJF5,RHBDF2,-139055377168101,"-3,464249667","0,0006114688549","0,00759185365","-4,59511985",TRUE,FALSE,TRUE,significant,Q6PJF5,"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q80WQ6}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q80WQ6}. Cell membrane {ECO:0000269|PubMed:22265016, ECO:0000269|PubMed:29897333}.",,TOPO_DOM 1..409; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 431..660; /note=Lumenal; /evidence=ECO:0000255; TOPO_DOM 682..692; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 714..715; /note=Lumenal; /evidence=ECO:0000255; TOPO_DOM 737..747; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 769..773; /note=Lumenal; /evidence=ECO:0000255; TOPO_DOM 795..802; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 824..856; /note=Lumenal; /evidence=ECO:0000255,TRANSMEM 410..430; /note=Helical; /evidence=ECO:0000255; TRANSMEM 661..681; /note=Helical; /evidence=ECO:0000255; TRANSMEM 693..713; /note=Helical; /evidence=ECO:0000255; TRANSMEM 716..736; /note=Helical; /evidence=ECO:0000255; TRANSMEM 748..768; /note=Helical; /evidence=ECO:0000255; TRANSMEM 774..794; /note=Helical; /evidence=ECO:0000255; TRANSMEM 803..823; /note=Helical; /evidence=ECO:0000255
Q9NQC3,RTN4,-149036752238513,"-3,568651706","0,0004193524332","0,005549683849","-4,59511985",TRUE,FALSE,TRUE,significant,Q9NQC3,"SUBCELLULAR LOCATION: [Isoform A]: Endoplasmic reticulum membrane {ECO:0000269|PubMed:25612671, ECO:0000269|PubMed:26906412, ECO:0000269|PubMed:27619977, ECO:0000269|PubMed:27786289}; Multi-pass membrane protein {ECO:0000255}. Cell membrane; Multi-pass membrane protein {ECO:0000255}; Cytoplasmic side {ECO:0000269|PubMed:27786289}. Synapse {ECO:0000250|UniProtKB:Q99P72}. Note=Anchored to the membrane of the endoplasmic reticulum (ER) through 2 putative transmembrane domains. Localizes throughout the ER tubular network (PubMed:27619977). Co-localizes with TMEM33 at the ER sheets. {ECO:0000269|PubMed:25612671, ECO:0000269|PubMed:27619977}.; SUBCELLULAR LOCATION: [Isoform B]: Endoplasmic reticulum membrane {ECO:0000269|PubMed:27786289}; Multi-pass membrane protein {ECO:0000255}. Cell membrane {ECO:0000269|PubMed:15034570}; Multi-pass membrane protein {ECO:0000255}; Extracellular side {ECO:0000269|PubMed:15034570}. Cell junction {ECO:0000269|PubMed:21183689}. Note=Mainly located on endoplasmic reticulum tubules and sheet edges (PubMed:27786289). Upon ICAM1 engagement, redistributed toward endothelial junctions where interacts with CDH5 (PubMed:21183689). {ECO:0000269|PubMed:21183689, ECO:0000269|PubMed:27786289}.; SUBCELLULAR LOCATION: [Isoform C]: Endoplasmic reticulum membrane {ECO:0000269|PubMed:25612671}; Multi-pass membrane protein {ECO:0000255}.",,TOPO_DOM 1..1018; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 1040..1133; /note=Lumenal; /evidence=ECO:0000255; TOPO_DOM 1155..1192; /note=Cytoplasmic; /evidence=ECO:0000255,TRANSMEM 1019..1039; /note=Helical; /evidence=ECO:0000255; TRANSMEM 1134..1154; /note=Helical; /evidence=ECO:0000255
Q92673,SORL1,-158283920909258,"-4,939390323","0,000001321759712","0,00003527473677","-4,59511985",TRUE,FALSE,TRUE,significant,A0A024R3H2,"SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:11294867, ECO:0000269|PubMed:16174740, ECO:0000269|PubMed:17855360, ECO:0000269|PubMed:21385844, ECO:0000269|PubMed:21994944}; Single-pass type I membrane protein {ECO:0000305}. Golgi apparatus, trans-Golgi network membrane {ECO:0000269|PubMed:17646382, ECO:0000269|PubMed:21385844, ECO:0000269|PubMed:23333276}; Single-pass type I membrane protein {ECO:0000305}. Endosome membrane {ECO:0000269|PubMed:21385844, ECO:0000269|PubMed:23333276}; Single-pass type I membrane protein {ECO:0000305}. Early endosome membrane {ECO:0000269|PubMed:16174740, ECO:0000269|PubMed:17646382, ECO:0000269|PubMed:21385844, ECO:0000269|PubMed:31138794}; Single-pass type I membrane protein {ECO:0000305}. Recycling endosome membrane {ECO:0000269|PubMed:17855360, ECO:0000269|PubMed:31138794}; Single-pass type I membrane protein {ECO:0000305}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:17855360, ECO:0000269|PubMed:21385844}; Single-pass type I membrane protein {ECO:0000305}. Endosome, multivesicular body membrane {ECO:0000269|PubMed:21385844, ECO:0000269|PubMed:23333276}; Single-pass type I membrane protein {ECO:0000305}. Cell membrane {ECO:0000269|PubMed:11294867, ECO:0000269|PubMed:14764453, ECO:0000269|PubMed:15053742, ECO:0000269|PubMed:17855360, ECO:0000269|PubMed:21385844, ECO:0000269|PubMed:21994944, ECO:0000269|PubMed:31138794}; Single-pass type I membrane protein {ECO:0000305}. Cytoplasmic vesicle, secretory vesicle membrane {ECO:0000269|PubMed:21994944}; Single-pass type I membrane protein {ECO:0000305}. Secreted {ECO:0000269|PubMed:11082041, ECO:0000269|PubMed:14764453, ECO:0000269|PubMed:15053742, ECO:0000269|PubMed:16393139, ECO:0000269|PubMed:16531402}. Note=Mostly intracellular, predominantly in the trans-Golgi network (TGN) and in endosome, as well as in endosome-to-TGN retrograde vesicles; found at low levels on the plasma membrane (PubMed:11294867, PubMed:15053742, PubMed:17855360, PubMed:21994944, PubMed:21385844, PubMed:31138794). At the cell surface, partially subjected to proteolytic shedding that releases the ectodomain (also called soluble SORLA, solLR11 or sLR11) in the extracellular milieu (PubMed:11082041, PubMed:16393139, PubMed:16531402). The shedding may be catalyzed by ADAM17/TACE (PubMed:16393139). Following shedding, PSEN1/presenilin-1 cleaves the remaining transmembrane fragment and catalyzes the release of a C-terminal fragment in the cytosol and of a soluble N-terminal beta fragment in the extracellular milieu. The C-terminal cytosolic fragment localizes to the nucleus (PubMed:16531402). At the cell surface, the full-length protein undergoes partial clathrin-dependent endocytosis guided by clathrin adapter protein 2 (AP-2) (PubMed:11294867, PubMed:15053742, PubMed:17646382). {ECO:0000269|PubMed:11082041, ECO:0000269|PubMed:11294867, ECO:0000269|PubMed:15053742, ECO:0000269|PubMed:16393139, ECO:0000269|PubMed:16531402, ECO:0000269|PubMed:17646382, ECO:0000269|PubMed:17855360, ECO:0000269|PubMed:21385844, ECO:0000269|PubMed:21994944, ECO:0000269|PubMed:31138794}.",,TOPO_DOM 82..2137; /note=Lumenal; /evidence=ECO:0000255; TOPO_DOM 2159..2214; /note=Cytoplasmic; /evidence=ECO:0000255,TRANSMEM 2138..2158; /note=Helical; /evidence=ECO:0000255
Q8N292,GAPT,-172674012261595,"-4,853961259","0,000001974715854","0,00005068016759","-4,59511985",TRUE,FALSE,TRUE,significant,A0A024QZS2,SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:18559951}; Single-pass membrane protein {ECO:0000269|PubMed:18559951}.,,,TRANSMEM 11..31; /note=Helical; /evidence=ECO:0000255
Q9H4L5,OSBPL3,-175565953578497,"-5,481271854","0,00000009142066624","0,000003263920942","-4,59511985",TRUE,FALSE,TRUE,significant,Q9H4L5,"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:16143324}; Peripheral membrane protein {ECO:0000269|PubMed:16143324}. Cytoplasm, cytosol {ECO:0000269|PubMed:16143324}. Cell membrane {ECO:0000269|PubMed:14593528, ECO:0000269|PubMed:16143324, ECO:0000269|PubMed:18270267, ECO:0000269|PubMed:25447204}; Peripheral membrane protein {ECO:0000269|PubMed:14593528, ECO:0000269|PubMed:16143324, ECO:0000269|PubMed:18270267, ECO:0000269|PubMed:25447204}. Cell projection, filopodium tip {ECO:0000269|PubMed:18270267}. Nucleus membrane {ECO:0000269|PubMed:16143324}; Peripheral membrane protein {ECO:0000305}. Note=Co-localizes with OSBPL6 at contact sites between the plasma membrane and the endoplasmic reticulum. {ECO:0000250|UniProtKB:Q9DBS9}.",,,
Q9NQX7,ITM2C,-221292994817189,"-6,00905869","0,000000005551992678","0,0000002623479834","-4,59511985",TRUE,FALSE,TRUE,significant,Q9NQX7,SUBCELLULAR LOCATION: Lysosome membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}. Cell membrane {ECO:0000269|PubMed:19114711}; Single-pass type II membrane protein {ECO:0000269|PubMed:19114711}.,,,TRANSMEM 55..75; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255
Q8NCT1,ARRDC4,-237673799278036,"-7,465803453",0,0,"-4,59511985",TRUE,FALSE,TRUE,significant,A0A024RC80,"SUBCELLULAR LOCATION: Early endosome {ECO:0000269|PubMed:23208550}. Cell membrane {ECO:0000269|PubMed:23208550, ECO:0000269|PubMed:23236378}; Peripheral membrane protein {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Cytoplasmic vesicle {ECO:0000269|PubMed:23236378}. Note=Also found in extracellular vesicles different from exosomes. {ECO:0000250|UniProtKB:A0A0B4J1F4}.",,,
Q9NWQ8,PAG1,-248040767090913,"-6,334011526","0,0000000009014293725","0,00000005135590177","-4,59511985",TRUE,FALSE,TRUE,significant,Q9NWQ8,"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:10790433, ECO:0000269|PubMed:18070987}; Single-pass type III membrane protein {ECO:0000269|PubMed:10790433, ECO:0000269|PubMed:18070987}. Note=Present in lipid rafts.",,TOPO_DOM 1..16; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 38..432; /note=Cytoplasmic; /evidence=ECO:0000255,TRANSMEM 17..37; /note=Helical; Signal-anchor for type III membrane protein; /evidence=ECO:0000255
Q9HBI1,PARVB,-81772816484615,"-7,972171966",0,0,"-4,59511985",TRUE,FALSE,TRUE,significant,Q9HBI1,"SUBCELLULAR LOCATION: Cell junction, focal adhesion. Cell membrane; Peripheral membrane protein; Cytoplasmic side. Cytoplasm, cytoskeleton. Cell projection, lamellipodium. Cytoplasm, myofibril, sarcomere. Cytoplasm, myofibril, sarcomere, Z line. Note=Constituent of focal adhesions. Detected at the tips of the leading edge of cells. Colocalizes with F-actin at the tips of lamellipodia.",,,
O43491,EPB41L2,-253891045368029,"-7,830741996",0,0,"-4,59511985",TRUE,FALSE,TRUE,significant,I6L9B1,"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}. Cytoplasm, cell cortex {ECO:0000269|PubMed:23870127}. Cell membrane {ECO:0000269|PubMed:22361696}.",,,
Q9HC56,PCDH9,-197827342584699,"-4,434300411","0,00001309618774","0,0002797916918","-4,59511985",TRUE,FALSE,TRUE,significant,B7ZM79,SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}.,,TOPO_DOM 24..814; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 836..1237; /note=Cytoplasmic; /evidence=ECO:0000255,TRANSMEM 815..835; /note=Helical; /evidence=ECO:0000255
Q08116,RGS1,-255515708685844,"-7,824464429",0,0,"-4,59511985",TRUE,FALSE,TRUE,significant,A0A024R945,"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:10480894}; Peripheral membrane protein {ECO:0000269|PubMed:10480894}; Cytoplasmic side {ECO:0000269|PubMed:10480894}. Cytoplasm, cytosol {ECO:0000269|PubMed:10480894}.",,,
Q14254,FLOT2,-259359778243223,"-4,393979318","0,00001559530095","0,0003204016689","-4,59511985",TRUE,FALSE,TRUE,significant,J3QLD9,"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:20682791}; Peripheral membrane protein {ECO:0000269|PubMed:20682791}. Membrane, caveola {ECO:0000269|PubMed:20682791}; Peripheral membrane protein {ECO:0000269|PubMed:20682791}. Endosome {ECO:0000269|PubMed:20682791}. Membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}. Note=Membrane-associated protein of caveolae.",,,
P06734,FCER2,-275797278751159,"-4,945648632","0,000001283178182","0,00003435923446","-4,59511985",TRUE,FALSE,TRUE,significant,K3W4U1,"SUBCELLULAR LOCATION: Cell membrane; Single-pass type II membrane protein. Cell membrane; Lipid-anchor. Secreted {ECO:0000269|PubMed:37453717}. Note=Also exists as a soluble excreted form, sCD23.",,TOPO_DOM 1..21; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 48..321; /note=Extracellular; /evidence=ECO:0000255,TRANSMEM 22..47; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255
Q9NRM6,IL17RB,113624182236487,"6,458352633","0,0000000004415410404","0,00000002792833998","-4,59511985",TRUE,TRUE,FALSE,significant,Q9NRM6,SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane; Single-pass type I membrane protein.; SUBCELLULAR LOCATION: [Isoform 2]: Secreted.,,TOPO_DOM 18..292; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 314..502; /note=Cytoplasmic; /evidence=ECO:0000255,TRANSMEM 293..313; /note=Helical; /evidence=ECO:0000255
P21589,NT5E,-318584123800730,"-8,455515957",0,0,"-4,59511985",TRUE,FALSE,TRUE,significant,P21589,"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:2129526, ECO:0000269|PubMed:24887587}; Lipid-anchor, GPI-anchor {ECO:0000269|PubMed:2129526}.",,,
Q96RF0,SNX18,-322275740791668,"-5,324163607","0,0000002027168947","0,000006687293946","-4,59511985",TRUE,FALSE,TRUE,significant,Q96RF0,"SUBCELLULAR LOCATION: Endomembrane system {ECO:0000269|PubMed:22718350}; Peripheral membrane protein {ECO:0000269|PubMed:18411244}; Cytoplasmic side {ECO:0000269|PubMed:18411244}. Endosome membrane {ECO:0000269|PubMed:29437695}; Peripheral membrane protein {ECO:0000269|PubMed:18411244}; Cytoplasmic side {ECO:0000269|PubMed:18411244}. Recycling endosome membrane {ECO:0000269|PubMed:29437695}; Peripheral membrane protein {ECO:0000269|PubMed:18411244}; Cytoplasmic side {ECO:0000269|PubMed:18411244}. Cell membrane {ECO:0000269|PubMed:20427313}; Peripheral membrane protein {ECO:0000269|PubMed:18411244}; Cytoplasmic side {ECO:0000269|PubMed:18411244}. Cytoplasmic vesicle membrane {ECO:0000269|PubMed:18411244}; Peripheral membrane protein {ECO:0000269|PubMed:18411244}; Cytoplasmic side {ECO:0000269|PubMed:18411244}. Note=Localized at sites of endocytosis at the cell membrane (PubMed:18411244). Detected on newly formed macropinosomes (PubMed:21048941). Partially colocalized with clathrin and dynamin at the cell membrane (PubMed:20427313). Transiently recruited to clathrin-coated pits at a late stage of clathrin-coated vesicle formation (PubMed:18411244). {ECO:0000269|PubMed:18411244, ECO:0000269|PubMed:20427313, ECO:0000269|PubMed:21048941}.",,,
Q96GS6,ABHD17A,-352928099593997,"-5,293264042","0,0000002365962093","0,000007572021313","-4,59511985",TRUE,FALSE,TRUE,significant,Q96GS6,"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:26701913}; Lipid-anchor {ECO:0000269|PubMed:26701913}; Cytoplasmic side {ECO:0000269|PubMed:26701913}. Endosome membrane {ECO:0000269|PubMed:26701913}; Lipid-anchor {ECO:0000269|PubMed:26701913}; Cytoplasmic side {ECO:0000269|PubMed:26701913}. Cell projection, dendritic spine {ECO:0000250|UniProtKB:Q5XIJ5}. Postsynaptic density membrane {ECO:0000250|UniProtKB:Q5XIJ5}.",,,
Q9NYQ6,CELSR1,166182716314529,"3,921975215","0,000109545912","0,001712027843","-4,59511985",TRUE,TRUE,FALSE,significant,Q9NYQ6,SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.,,TOPO_DOM 22..2469; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 2491..2501; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 2523..2527; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 2549..2572; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 2594..2611; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 2633..2655; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 2677..2683; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 2705..3014; /note=Cytoplasmic; /evidence=ECO:0000255,TRANSMEM 2470..2490; /note=Helical; Name=1; /evidence=ECO:0000255; TRANSMEM 2502..2522; /note=Helical; Name=2; /evidence=ECO:0000255; TRANSMEM 2528..2548; /note=Helical; Name=3; /evidence=ECO:0000255; TRANSMEM 2573..2593; /note=Helical; Name=4; /evidence=ECO:0000255; TRANSMEM 2612..2632; /note=Helical; Name=5; /evidence=ECO:0000255; TRANSMEM 2656..2676; /note=Helical; Name=6; /evidence=ECO:0000255; TRANSMEM 2684..2704; /note=Helical; Name=7; /evidence=ECO:0000255
